dataset_path,solution_category,count,dataset_key,canonical_sample_id,sample_file,source_problem_id,question_units,answer_units,question_type,answer_shape,requires_image,complexity_index,question,answer
chemistry\scemqa_chemistry,molecular_structure_smiles_bonds,26,scemqa_chemistry,scemqachemistry00040,scemqachemistry00040.json,316,13,1,multiple_choice,choice_label,True,6.4896,"In the diagram above, which labeled arrow is pointing toward a hydrogen bond?",4
chemistry\scemqa_chemistry,periodic_atomic_bonding,6,scemqa_chemistry,scemqachemistry00019,scemqachemistry00019.json,240,14,1,multiple_choice,choice_label,True,5.9373,Which of the labeled arrows in the diagram above represents the strongest intermolecular force?,B
chemistry\scemqa_chemistry,stoichiometry_reaction_calculation,32,scemqa_chemistry,scemqachemistry00043,scemqachemistry00043.json,271,18,1,multiple_choice,short_text,True,5.8565,A mass spectrum of a naturally occurring sample of an element is shown above. What is the element?,Ne
chemistry\scemqa_chemistry,thermochemistry_calorimetry,6,scemqa_chemistry,scemqachemistry00052,scemqachemistry00052.json,403,27,1,multiple_choice,short_text,True,6.7232,"On the phase diagram above, segment __________ corresponds to the conditions of temperature and pressure under which the solid and the gas of the substance are in equilibrium.",AC
chemistry\sciverse_chemistry,acid_base_solution,22,sciverse_chemistry,sciversechemistry00195,sciversechemistry00195.json,342,18,1,multiple_choice,formula_latex,True,6.7615,The phase diagram of a substance is given above. The region that corresponds to the solid phase is $\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_$.,$w$
chemistry\sciverse_chemistry,chemistry_other,5,sciverse_chemistry,sciversechemistry00218,sciversechemistry00218.json,322,12,1,multiple_choice,choice_label,True,5.8826,The value of $l$ that is related to the following orbital is:,1
chemistry\sciverse_chemistry,electrochemistry_redox,7,sciverse_chemistry,sciversechemistry00135,sciversechemistry00135.json,348,31,4,multiple_choice,formula_latex,True,8.1444,Consider the following table of $K_{sp}$ values. The solubility of manganese hydroxide ($Mn(OH)_2$) is $2.2 \times 10^{-5}$ M. What is the $K_{sp}$ of $Mn(OH)_2$?,$4.3 \times 10^{-14}$
chemistry\sciverse_chemistry,equilibrium_kinetics_gas,43,sciverse_chemistry,sciversechemistry00157,sciversechemistry00157.json,290,22,5,multiple_choice,formula_latex,True,6.5183,What is the approximate molar solubility of zinc iodate at 25°C? Zinc iodate dissociates in water via the following equilibrium process,$1.0 \times 10^{-2}$ M
chemistry\sciverse_chemistry,isomer_stereochemistry_nomenclature,11,sciverse_chemistry,sciversechemistry00112,sciversechemistry00112.json,1058,12,1,multiple_choice,numeric_or_unit,True,5.914,How many chiral centers are there in morphine (excluding the N center)?,5
chemistry\sciverse_chemistry,lab_graph_data_interpretation,11,sciverse_chemistry,sciversechemistry00244,sciversechemistry00244.json,321,12,1,multiple_choice,formula_latex,True,5.9564,What position on the standing wave shown below corresponds to a crest?,$b$
chemistry\sciverse_chemistry,molecular_structure_smiles_bonds,49,sciverse_chemistry,sciversechemistry00186,sciversechemistry00186.json,1064,9,1,multiple_choice,numeric_or_unit,True,5.7646,How many chirality centers does the following molecule have?,5
chemistry\sciverse_chemistry,organic_reaction_mechanism,1,sciverse_chemistry,sciversechemistry00003,sciversechemistry00003.json,919,59,1,multiple_choice,short_text,True,8.0098,"下列卤代烃 $\ce{CH3CH2CH2Br}$、$\ce{(CH3)3CCl}$、$\ce{CH3CH(Br)CH3}$ 和 $\ce{(CH3)2C(Br)CH3}$ 按 $\mathrm{S_{N}1}$ 反应机理进行反应时,反应最快的是 $\ce{(CH3)3CCl}$。",right
chemistry\sciverse_chemistry,periodic_atomic_bonding,6,sciverse_chemistry,sciversechemistry00145,sciversechemistry00145.json,178,14,1,multiple_choice,formula_latex,True,5.8679,Which of the labeled arrows in the diagram above represents the strongest intermolecular force?,$B$
chemistry\sciverse_chemistry,stoichiometry_reaction_calculation,61,sciverse_chemistry,sciversechemistry00212,sciversechemistry00212.json,345,17,1,multiple_choice,formula_latex,True,6.7681,Which energy difference in the energy profile below corresponds to the activation energy for the forward reaction?,$x$
chemistry\sciverse_chemistry,thermochemistry_calorimetry,31,sciverse_chemistry,sciversechemistry00138,sciversechemistry00138.json,318,17,1,multiple_choice,choice_label,True,6.3482,How many significant digits are present in the temperature read from the thermometer illustrated to the right?,3
circuit\eee_bench,analog_electronics_devices,368,eee_bench,eeebench00980,eeebench00980.json,1108,9,2,multiple_choice,short_text,True,5.929,Which circuit is the correct full wave rectifier circuit?,Circuit C
circuit\eee_bench,circuit_other,280,eee_bench,eeebench00279,eeebench00279.json,399,5,3,multiple_choice,short_text,True,5.8474,The circuit shown in represents,a monostable multivibrator
circuit\eee_bench,control_systems_transfer_function,143,eee_bench,eeebench01737,eeebench01737.json,349,14,2,multiple_choice,short_text,True,6.797,The open-loop frequency response is shown in the figure. The unstable system is ( ).,System (2)
circuit\eee_bench,dc_ac_network_analysis,698,eee_bench,eeebench01022,eeebench01022.json,1215,4,2,multiple_choice,numeric_or_unit,True,5.21,The current \( I \) is ( ).,-1A
circuit\eee_bench,digital_logic_boolean,226,eee_bench,eeebench00454,eeebench00454.json,489,7,3,multiple_choice,short_text,True,6.1263,The circuit shown in the figure is:,CMOS transmission gate
circuit\eee_bench,electromagnetics_fields,24,eee_bench,eeebench01351,eeebench01351.json,384,21,4,multiple_choice,formula_latex,True,7.2858,"As shown in the image, near points \( a \), \( b \), and \( c \) on the charged insulated conductor, the electric field strength is",Maximum at point \( a \)
circuit\eee_bench,measurement_instrumentation,17,eee_bench,eeebench00227,eeebench00227.json,477,13,2,multiple_choice,numeric_or_unit,True,6.5472,"In the circuit shown in the figure, the reading of the ammeter is:",1.5 A
circuit\eee_bench,power_electronics_converters,11,eee_bench,eeebench01090,eeebench01090.json,1351,7,5,multiple_choice,short_text,True,5.6499,Identify the circuit shown in the image.,Binary to Gray code converter
circuit\eee_bench,power_machines_transformers,30,eee_bench,eeebench00732,eeebench00732.json,1590,8,2,multiple_choice,short_text,True,6.5922,The common transformer shown in the figure is ( ).,Power transformer
circuit\eee_bench,sequential_logic_microprocessor,35,eee_bench,eeebench00887,eeebench00887.json,1301,6,1,open,numeric_or_unit,True,5.7111,The circuit forms a ( )-digit counter?,14
circuit\eee_bench,signals_systems_filtering,191,eee_bench,eeebench00653,eeebench00653.json,377,7,3,multiple_choice,short_text,True,5.8996,The circuit in the image is a,low-pass filter
geography\ai2d_geography,agriculture_resources_environment,2,ai2d_geography,ai2d_geography00058,ai2d_geography00058.json,430,4,1,multiple_choice,short_text,True,5.2282,What is labeled F?,soil
geography\ai2d_geography,chart_graph_interpretation,98,ai2d_geography,ai2d_geography00077,ai2d_geography00077.json,543,4,1,multiple_choice,short_text,True,5.2035,Which label represents Jupiter?,J
geography\ai2d_geography,climate_weather_seasons,8,ai2d_geography,ai2d_geography00087,ai2d_geography00087.json,956,5,1,multiple_choice,short_text,True,5.4015,Which season does C represent?,summer
geography\ai2d_geography,earth_sun_moon_space,118,ai2d_geography,ai2d_geography00223,ai2d_geography00223.json,1664,3,1,multiple_choice,short_text,True,4.7081,Label C represents,Earth
geography\ai2d_geography,geography_other,28,ai2d_geography,ai2d_geography00137,ai2d_geography00137.json,1519,4,1,multiple_choice,short_text,True,4.8987,Which planet is biggest?,Jupiter
geography\ai2d_geography,geomorphology_geology_hazards,31,ai2d_geography,ai2d_geography00121,ai2d_geography00121.json,1345,3,1,multiple_choice,short_text,True,5.1664,cool magma becomes?,rock
geography\ai2d_geography,hydrology_ocean_rivers,10,ai2d_geography,ai2d_geography00003,ai2d_geography00003.json,427,5,1,multiple_choice,short_text,True,5.7175,What is the runoff stage?,G
geography\ai2d_geography,map_topography_location,3,ai2d_geography,ai2d_geography00177,ai2d_geography00177.json,2272,8,2,multiple_choice,short_text,True,5.7561,"How many degrees latitude is the letter ""I""?",23.5° S
geography\geosqa,agriculture_resources_environment,101,geosqa,geosqa00443,geosqa00443.json,2766,25,5,multiple_choice,short_text,True,8.2964,"读下图,完成小题。 <image1> 图示区域城镇面临的主要环境问题是()",土地荒漠化
geography\geosqa,chart_graph_interpretation,252,geosqa,geosqa00652,geosqa00652.json,2843,19,2,multiple_choice,short_text,True,8.0175,"读图,完成问题。 <image1> A洋流可能出现在右图中",丁处
geography\geosqa,climate_weather_seasons,372,geosqa,geosqa00351,geosqa00351.json,2870,16,10,multiple_choice,multi_part_text,True,7.8124,"读图,回答问题: <image1> 甲、乙两城市的气候","高温期不同,多雨期相同"
geography\geosqa,earth_sun_moon_space,135,geosqa,geosqa01066,geosqa01066.json,3727,25,6,multiple_choice,multi_part_text,True,8.799,"读图,完成: <image1> 年太阳总辐射量3地小于1地的主要原因是","地势低,云量多"
geography\geosqa,geography_other,165,geosqa,geosqa00739,geosqa00739.json,2377,19,3,multiple_choice,short_text,True,8.101,读下图并回答下列问题。 <image1> 图示水体应属于,地表水
geography\geosqa,geomorphology_geology_hazards,63,geosqa,geosqa00890,geosqa00890.json,3311,27,2,multiple_choice,short_text,True,8.4438,"读图,回答3-4题。 <image1> 指出图中甲、乙、丙、丁四地,位于同一板块的是",丙、丁
geography\geosqa,hydrology_ocean_rivers,106,geosqa,geosqa00088,geosqa00088.json,3681,18,7,multiple_choice,long_text,True,7.5598,"读图,完成问题。 <image1> 该区域河流水文特征是",径流年际变化小
geography\geosqa,map_topography_location,225,geosqa,geosqa01019,geosqa01019.json,3726,14,7,multiple_choice,long_text,True,7.8071,"读图,完成: <image1> 4所在的地形区是",长江中下游平原
geography\geosqa,population_urban_economic,338,geosqa,geosqa00874,geosqa00874.json,1273,18,9,multiple_choice,long_text,True,7.0022,"读下表,完成问题。 <image1> 下列推断最可能的是",丙国人口迁入率最高
math\cmm_math,algebra_equation_inequality,21,cmm_math,cmmmath00001,cmmmath00001.json,19876,33,2,multiple_choice,formula_latex,False,5.812,"$x$ 的不等式 $a x-b<0$ 的解集是 $(1,+\infty)$, 则关于 $x$ 的不等式 $(a x+b)(x-3)>0$ 的解集是( )","$(-1,3)$"
math\cmm_math,coordinate_geometry_transform,18,cmm_math,cmmmath00002,cmmmath00002.json,19894,29,2,multiple_choice,formula_latex,False,5.6868,"已知点 $(-3,-1)$ 和点 $(4,-6)$ 在直线 $3 x-2 y-a=0$ 的两侧, 则 $a$ 的取值范围为 ( )","$(-7,24)$"
math\cmm_math,geometry_angle_chasing,42,cmm_math,cmmmath00019,cmmmath00019.json,18927,21,6,multiple_choice,formula_latex,False,5.4319,"在 $\triangle A B C$ 中, $a=1, \angle A=\frac{\pi}{6}, \angle B=\frac{\pi}{4}$, 则 $C=(\quad)$",$\frac{\sqrt{6}+\sqrt{2}}{2}$
math\cmm_math,linear_programming_constraints,54,cmm_math,cmmmath00010,cmmmath00010.json,19899,30,2,multiple_choice,formula_latex,False,5.6332,"已知 $x, y$ 满足约束条件 $\left\{\begin{array}{l}x-y \geq 0, \\ x+y \leq 2, \\ y \geq 0,\end{array}\right.$围为 ( )","$[-1,1]$"
math\cmm_math,math_other,7,cmm_math,cmmmath00005,cmmmath00005.json,19897,25,1,multiple_choice,choice_label,False,5.4573,"若 $x, y$ 满足 $\left\{\begin{array}{l}x-y+3 \geq 0, \\ x+y+1 \geq 0, \\ x \leq k,\end{array}\right.$",1
math\geometry3k,angle_chasing,500,geometry3k,geometry3k00876,geometry3k00876.json,555,3,1,calculation,numeric_or_unit,True,4.8455,Find $\angle 2$,47
math\geometry3k,area_perimeter,72,geometry3k,geometry3k00395,geometry3k00395.json,587,6,1,calculation,numeric_or_unit,True,5.559,Find the perimeter of the figure.,50
math\geometry3k,circle_arc_chord,77,geometry3k,geometry3k00500,geometry3k00500.json,523,4,1,calculation,numeric_or_unit,True,4.8387,Find $m \widehat{TU}$.,46
math\geometry3k,coordinate_geometry,12,geometry3k,geometry3k00072,geometry3k00072.json,140,7,1,calculation,numeric_or_unit,True,5.3298,Find $x$. (Hint: Draw an auxiliary line.),130
math\geometry3k,diagram_variable_solving,41,geometry3k,geometry3k00253,geometry3k00253.json,374,5,1,calculation,numeric_or_unit,True,5.2618,Find $x$ in the figure.,34
math\geometry3k,math_other,117,geometry3k,geometry3k00824,geometry3k00824.json,164,2,1,calculation,choice_label,True,4.2458,Find AE,4
math\geometry3k,segment_length,34,geometry3k,geometry3k00170,geometry3k00170.json,452,5,1,calculation,numeric_or_unit,True,5.4828,Find the length of $XW$,9
math\geometry3k,similarity_congruence,5,geometry3k,geometry3k00211,geometry3k00211.json,666,8,1,calculation,choice_label,True,5.4166,The pair of polygons is similar. Find AB,4
math\geometry3k,trigonometric_ratio,21,geometry3k,geometry3k00716,geometry3k00716.json,102,3,1,calculation,numeric_or_unit,True,4.9198,find $\sin R$,0.8
math\geoqa_plus,algebra_equation_inequality,12,geoqa_plus,geoqaplus01838,geoqaplus01838.json,201,16,1,multiple_choice,choice_label,True,7.0114,Question: Which is the graph of the function $y=\sqrt{|(1+x)(1-|x|)|}$? <image1>,D
math\geoqa_plus,coordinate_geometry_transform,59,geoqa_plus,geoqaplus00692,geoqaplus00692.json,1059,9,1,open,choice_label,True,5.9501,How many lines of symmetry does this figure have?,2
math\geoqa_plus,counting_probability_combinatorics,60,geoqa_plus,geoqaplus00841,geoqaplus00841.json,1029,14,1,open,numeric_or_unit,True,6.3278,What is the sum of the points on the invisible faces of the dice?,27
math\geoqa_plus,geometry_angle_chasing,1435,geoqa_plus,geoqaplus01229,geoqaplus01229.json,2714,7,1,open,numeric_or_unit,True,5.4294,How many rectangles are in this figure?,11
math\geoqa_plus,geometry_length_area_volume,633,geoqa_plus,geoqaplus01857,geoqaplus01857.json,46,7,1,open,choice_label,True,5.5392,How many numbers are outside the square?,2
math\geoqa_plus,linear_programming_constraints,2,geoqa_plus,geoqaplus01099,geoqaplus01099.json,975,48,1,open,numeric_or_unit,True,7.9811,Each animal in the picture represents a natural number greater than zero. Different animals represent different numbers. The sum of the two numbers in each column is written underneath each column. What is the maximum value the sum of the four numbers in the upper row can have?,20
math\geoqa_plus,math_other,305,geoqa_plus,geoqaplus00754,geoqaplus00754.json,527,3,1,open,numeric_or_unit,True,5.4215,Question: <image1>,15
math\geoqa_plus,measurement_time_units,48,geoqa_plus,geoqaplus01899,geoqaplus01899.json,20,15,1,multiple_choice,short_text,True,5.9377,Which of the figures shown bellow cannot be cut out of the figure illustrated nearby?,E
math\geoqa_plus,number_theory_arithmetic,63,geoqa_plus,geoqaplus01823,geoqaplus01823.json,11,12,1,open,numeric_or_unit,True,6.5761,Now it is 2008. What is the total sum of these digits?,10
math\geoqa_plus,sequence_pattern_logic,36,geoqa_plus,geoqaplus00521,geoqaplus00521.json,1999,15,1,open,numeric_or_unit,True,6.4655,Both rows of the following grid have the same sum. What is the value of $*$?,950
math\geoqa_plus,statistics_data_analysis,33,geoqa_plus,geoqaplus00278,geoqaplus00278.json,462,16,1,open,numeric_or_unit,True,6.9797,Thomas has made a table out of small cubes. How many small cubes did he use?,32
math\geoqa_plus,visual_spatial_puzzle,80,geoqa_plus,geoqaplus00247,geoqaplus00247.json,426,9,1,open,numeric_or_unit,True,5.8518,How many cubes have been taken from the block?,7
math\mathvision,algebra_equation_inequality,11,mathvision,mathvision00032,mathvision00032.json,202,13,1,multiple_choice,choice_label,True,6.4133,Which is the graph of the function $y=\sqrt{|(1+x)(1-|x|)|}$?,D
math\mathvision,coordinate_geometry_transform,64,mathvision,mathvision00323,mathvision00323.json,1060,9,1,open,choice_label,True,5.8701,How many lines of symmetry does this figure have?,2
math\mathvision,counting_probability_combinatorics,49,mathvision,mathvision00499,mathvision00499.json,1030,14,1,open,numeric_or_unit,True,6.3278,What is the sum of the points on the invisible faces of the dice?,27
math\mathvision,geometry_angle_chasing,908,mathvision,mathvision01787,mathvision01787.json,2610,7,1,open,numeric_or_unit,True,4.7275,The degree measure of angle $A$ is,30
math\mathvision,geometry_length_area_volume,496,mathvision,mathvision00213,mathvision00213.json,448,7,1,open,numeric_or_unit,True,5.7335,How many stars are inside the figure?,95
math\mathvision,math_other,174,mathvision,mathvision00598,mathvision00598.json,528,2,1,open,numeric_or_unit,True,5.2138,<image1>,15
math\mathvision,measurement_time_units,36,mathvision,mathvision00091,mathvision00091.json,15,17,1,multiple_choice,short_text,False,5.2466,"Emily celebrated her birthday on Thursday, and her sister Liepa 8 days earlier. Which weekday was that?",Wednesday
math\mathvision,number_theory_arithmetic,42,mathvision,mathvision00945,mathvision00945.json,1294,17,1,open,choice_label,True,6.9943,"Each letter represents a different digit, and each digit a different letter. What digit could G represent?",1
math\mathvision,sequence_pattern_logic,24,mathvision,mathvision00245,mathvision00245.json,585,17,1,open,choice_label,True,6.9509,"Using these tiles, Robert makes different patterns. How many of the patterns shown below can he make?",4
math\mathvision,statistics_data_analysis,32,mathvision,mathvision00412,mathvision00412.json,414,12,3,multiple_choice,formula_latex,True,6.684,This is a multiplication table. Which two letters represent the same number?,$M$ and $T$
math\mathvision,visual_spatial_puzzle,43,mathvision,mathvision00167,mathvision00167.json,1040,18,1,open,numeric_or_unit,True,6.5082,"A cube has all its corners cut off, as shown. How many edges does the resulting shape have?",36
math\mm_math,algebra_equation_inequality,27,mm_math,mmmath02519,mmmath02519.json,52381338.png,25,2,open,formula_latex,True,6.5046,"If the graph of the function $y=kx+b$ is shown in the figure, what is the solution set of the inequality $kx+b>0$?",$x<2$
math\mm_math,coordinate_geometry_transform,407,mm_math,mmmath02400,mmmath02400.json,52380774.png,25,2,open,formula_latex,True,7.2225,"As shown in the figure, the graph of the linear function $y=kx+b$ is depicted. What is the range of $x$ when $y<0$?",$x>2$
math\mm_math,geometry_angle_chasing,3510,mm_math,mmmath01087,mmmath01087.json,53359704_116.png,20,2,open,formula_latex,True,6.7537,"As shown in the figure, in the diamond $ABCD$, $AB=BD=5$, what is the degree measure of $\angle BAC$?",30^\circ
math\mm_math,geometry_length_area_volume,276,mm_math,mmmath00450,mmmath00450.json,52050219.png,20,1,open,numeric_or_unit,False,5.5368,The diagonals of the rhombus $ABCD$ are $AC=6$ and $BD=8$. What is the perimeter of the rhombus $ABCD$?,20
math\mm_math,linear_programming_constraints,1,mm_math,mmmath01183,mmmath01183.json,52423578.png,36,1,open,choice_label,True,9.0111,"As shown in the graph, the function \[ y= \begin{cases} 3-x & (0 \le x \le 2)\\ x-1 & (2 \le x \le 4) \end{cases} \] is illustrated. What is the minimum value of this function?",1
math\mm_math,math_other,2,mm_math,mmmath01041,mmmath01041.json,52304469.png,81,3,calculation,short_text,True,8.8359,"As shown in the figure, points A and B are located at the two ends of a pond. Xiao Cong wants to measure the distance between A and B with a rope, but the rope is not long enough. A classmate suggests: find a point C on the ground that can be directly reached from both A and B, mark D and E as the midpoints of AC an...",AB = 20 m
math\mm_math,measurement_time_units,1,mm_math,mmmath00731,mmmath00731.json,52814879.png,77,51,open,formula_latex,True,8.7437,"As shown in the figure, ship A leaves the port at a speed of 16 nautical miles per hour, heading southeast. At the same time and from the same location, ship B heads southwest. It is known that one and a half hours after leaving the port, they reach points B and A respectively. Given that the distance between points...","\textbf{Solution:} As shown in the diagram: $OA = 16 \times 1.5 = 24$ (nautical miles),\\ $AB = 30$ (nautical miles),\\ By the Pythagorean theorem, we have: $OB = \sqrt{30^2 - 2..."
math\mm_math,visual_spatial_puzzle,5,mm_math,mmmath03557,mmmath03557.json,55025245.png,13,2,open,short_text,True,6.2642,"As shown in the diagram, what is the solid represented by its net?",triangular prism
math\scemqa_math,algebra_equation_inequality,35,scemqa_math,scemqamath00136,scemqamath00136.json,134,13,6,multiple_choice,long_text,True,6.6025,Why is the following not an example of a valid probability density curve?,Because the function cannot be negative
