group,dataset_path,canonical_sample_id,sample_file,solution_category,question_unit_len,question_excerpt,complexity_index,node_count,visual_entity_count
highest_complexity,physics\physreason,physreason00291,physreason00291.json,mechanics_kinematics_dynamics,,"A uniformly charged metallic ring of radius $R$ and total charge $q$ is analyzed. The ring is a hollow toroid of thickness $2a$, where $2a \ll R$. The $xy$ plane coincides with the plane of the ring, and the $z$-axis is ",26.9446,,
highest_complexity,physics\physreason,physreason00424,physreason00424.json,mechanics_kinematics_dynamics,,"The fractional quantum Hall effect (FQHE) occurs in a two-dimensional electron system subjected to a strong perpendicular magnetic field. When a current is passed through the system, a quantized Hall resistance is observ",24.9037,,
highest_complexity,physics\physreason,physreason00367,physreason00367.json,mechanics_kinematics_dynamics,,"A zero-length spring (ZLS) is characterized by a force proportional to its length, $F = kL$, for $L > L_0$, where $L_0$ is the unstretched length. The spring constant is $k$. We consider a homogeneous ZLS with weight $Mg",22.7113,,
highest_complexity,physics\physreason,physreason00036,physreason00036.json,electromagnetism_circuits,,A Van de Graaff accelerator at Beloit College uses a charged aluminum sphere (dome) of radius $a=0.50$ m. The dome is charged by a rubber belt of width $w=0.10$ m moving at a speed of $v_b=20$ m/s. The accelerator column,22.1363,,
highest_complexity,physics\physreason,physreason00615,physreason00615.json,mechanics_kinematics_dynamics,,A proton with mass $m_p$ and energy $E_p$ collides head-on with a photon of energy $E_b$. The collision results in the formation of a new particle with mass $m_\Delta$. This is a one-dimensional collision that conserves ,22.1228,,
highest_complexity,physics\physreason,physreason00011,physreason00011.json,mechanics_kinematics_dynamics,,"A horizontal metal ring with a radius of $r=0.2\mathsf{m}$ is fixed. Two metal rods, each with a length of $r$ and a resistance of $R_{0}$, are placed along the diameter of the ring. One end of each rod is in good contac",19.9348,,
highest_complexity,physics\physreason,physreason00102,physreason00102.json,mechanics_kinematics_dynamics,,"The Large Hadron Collider (LHC) at CERN accelerates protons to high energies, guiding them in a circular path using magnetic fields. The accelerated particles are collided to study the fundamental laws of nature. The fol",19.6223,,
highest_complexity,physics\physreason,physreason00087,physreason00087.json,mechanics_kinematics_dynamics,,"Analogy is an important scientific thinking method. In the history of physics, Faraday proposed the use of electric field lines to describe electric fields by drawing an analogy with the flow velocity lines of an incompr",18.7894,,
highest_complexity,biology\sciverse_biology,sciversebiology00066,sciversebiology00066.json,ecology_food_web_population,,"根据几年来对生态系统中几个营养水平的降雨量和生物量的测量结果(如下图所示),若降雨量为120英寸,请推测主要消费者的生物量范围是多少?  \begin{tikzpicture} \begin{axis}[  xlabel=降雨量 (英寸),  ylabel=生物量,  xmin=0, xmax=140,  ymin=0, ymax=250,  xtick={0,20,...,140},  ytick={0,50,...,250},  l",18.6706,,
highest_complexity,physics\physreason,physreason00429,physreason00429.json,mechanics_kinematics_dynamics,,"The two-slit electron interference experiment involves a monochromatic electron point source emitting particles at S, which pass through an electron ""biprism"" before impinging on an observational plane. The ""biprism"" con",18.5882,,
highest_complexity,physics\physreason,physreason00827,physreason00827.json,mechanics_kinematics_dynamics,,"A long metallic pipe with internal diameter $d$ is pointing directly downwards. Water (density $\rho$, surface tension $\sigma$) slowly drips from a nozzle at its lower end, forming droplets of radius $r$. Assume $d \ll ",18.3981,,
highest_complexity,physics\physreason,physreason00327,physreason00327.json,mechanics_kinematics_dynamics,,"Consider a three-body system. Two gravitating masses, $M$ and $m$, move in circular orbits of radii $R$ and $r$, respectively, about their common center of mass. A third body of infinitesimal mass $\mu$ is placed in a co",17.8219,,
highest_complexity,physics\physreason,physreason00292,physreason00292.json,mechanics_kinematics_dynamics,,"A spherical soap bubble with internal air density $\rho_{i}$, temperature $T_{i}$ and radius $R_{0}$ is surrounded by air with density $\rho_{a}$, atmospheric pressure $P_{a}$ and temperature $T_{a}$. The soap film has s",17.7655,,
highest_complexity,physics\physreason,physreason00899,physreason00899.json,mechanics_kinematics_dynamics,,"A wooden board of mass $m_{1}=1\mathrm{kg}$ is initially at rest on a smooth horizontal surface. A light spring with a spring constant $k=20\mathsf{N}/\mathsf{m}$ is fixed to a vertical wall on the right side, and the sp",17.3687,,
highest_complexity,physics\physreason,physreason00766,physreason00766.json,mechanics_kinematics_dynamics,,"As shown in figure (a), there are two small sliders A and B, each with a mass of $m$, on a rough, insulated horizontal plane. Their charges are $q$ ($q>0$) and $-q$, respectively. A light, smooth, insulated rod and a lig",17.2534,,
highest_complexity,physics\physreason,physreason00664,physreason00664.json,mechanics_kinematics_dynamics,,"The successful lunar landing and return of Chang'e-5 is inspiring. Xiaoming, knowing that there is no air on the Moon and thus no way to decelerate using parachutes, has designed a new type of landing device. This device",17.2505,,
highest_complexity,physics\physreason,physreason00306,physreason00306.json,mechanics_kinematics_dynamics,,"Traffic regulations stipulate that motor vehicles must yield to pedestrians. Once a pedestrian walks on the crosswalk to the lane division lines $A$, $B$, or $C$, the front of the motor vehicle must not cross the stop li",17.0881,,
highest_complexity,physics\physreason,physreason00461,physreason00461.json,mechanics_kinematics_dynamics,,"A spherical cloud of sparse interstellar gas, initially at rest with radius $r_0$ and mass $m$, collapses due to its own gravity. The initial temperature of the gas and its surroundings is uniformly $T_0$. The gas is ass",16.9942,,
highest_complexity,physics\physreason,physreason00177,physreason00177.json,mechanics_kinematics_dynamics,,A rocket in empty space propels itself forward by ejecting fuel backward. The fuel is ejected at a constant relative velocity $\mathbf{u}$ with respect to the rocket. The rate of fuel ejection is $\mu = \frac{dm}{dt} < 0,16.9343,,
highest_complexity,physics\physreason,physreason00493,physreason00493.json,mechanics_kinematics_dynamics,,A neuron's wall is an elastic membrane with spring constant $k$ and equilibrium thickness $d_0$. The membrane has a large area $A$ and negligible curvature. Ion pumps create uniform positive and negative charge layers ($,16.5874,,
highest_complexity,physics\physreason,physreason00092,physreason00092.json,mechanics_kinematics_dynamics,,"The horizontal conveyor belt has endpoints $A$ and $B$ separated by a distance $x=4\mathrm{m}$, and it rotates clockwise at a constant speed of $v_{0}=2\mathrm{m/s}$. A small block of mass $m=2\mathrm{kg}$ (which can be ",16.1663,,
highest_complexity,physics\physreason,physreason00120,physreason00120.json,mechanics_kinematics_dynamics,,"As shown in the figure, a horizontal conveyor belt rotates clockwise at a constant speed. The distance between the left and right ends is \( L = 3\,\mathrm{m} \). A small iron block with mass \( m = 0.1\,\mathrm{kg} \) (",16.0851,,
highest_complexity,physics\physreason,physreason00059,physreason00059.json,mechanics_kinematics_dynamics,,"A capacitor with capacitance \( C \) is connected to a variable electromotive force DC power supply through the left side of a single-pole double-throw switch \( S \), and to two smooth horizontal metal rails \( M_1M_2P_",16.0025,,
highest_complexity,physics\physreason,physreason00004,physreason00004.json,mechanics_kinematics_dynamics,,"Millikan proved the quantization of electric charge by observing the motion of oil droplets, for which he was awarded the Nobel Prize in Physics in 1923. The figure illustrates the principle of the Millikan oil-drop expe",15.984,,
highest_complexity,physics\physreason,physreason00573,physreason00573.json,mechanics_kinematics_dynamics,,"When studying the structure of atomic nuclei, it is necessary to bombard the nuclei with particles of very high energy. To enable charged particles to attain such high energies, scientists have invented various types of ",15.9677,,
highest_complexity,physics\physreason,physreason00705,physreason00705.json,mechanics_kinematics_dynamics,,"A certain ion thruster on a space station consists of an ion source, two parallel metal plates M and N with a small hole and a separation of $d$, and a cube with side length $L$. The rear surface $P$ of the cube serves a",15.7796,,
highest_complexity,physics\physreason,physreason00889,physreason00889.json,mechanics_kinematics_dynamics,,"As shown in the figure, the left end of the horizontal experimental platform $A$ is fixed, while the right end $B$ is adjustable horizontally. The left end of the spring is fixed to the experimental platform, and the rig",15.7593,,
most_nodes,physics\physreason,physreason00658,physreason00658.json,mechanics_kinematics_dynamics,,"This problem explores the van der Waals equation of state for real gases, focusing on water as an example. We will analyze deviations from ideal gas behavior due to finite molecular size and intermolecular forces, and de",,59,
most_nodes,physics\physreason,physreason00176,physreason00176.json,mechanics_kinematics_dynamics,,"A Fabry-Perot (F-P) etalon, consisting of two high-reflectivity glass plates, is used to analyze light from a Sodium lamp. The etalon's air pressure is tunable, and its transmitivity is given by $T=\frac{1}{1+F \sin ^{2}",,58,
most_nodes,physics\physreason,physreason00132,physreason00132.json,mechanics_kinematics_dynamics,,"A charged particle moving through a transparent medium with a speed *v* greater than the speed of light in that medium ($c/n$) emits Cherenkov radiation at an angle $\theta$ with respect to the particle's trajectory, giv",,44,
most_nodes,physics\physreason,physreason00291,physreason00291.json,mechanics_kinematics_dynamics,,"A uniformly charged metallic ring of radius $R$ and total charge $q$ is analyzed. The ring is a hollow toroid of thickness $2a$, where $2a \ll R$. The $xy$ plane coincides with the plane of the ring, and the $z$-axis is ",,44,
most_nodes,physics\physreason,physreason00036,physreason00036.json,electromagnetism_circuits,,A Van de Graaff accelerator at Beloit College uses a charged aluminum sphere (dome) of radius $a=0.50$ m. The dome is charged by a rubber belt of width $w=0.10$ m moving at a speed of $v_b=20$ m/s. The accelerator column,,40,
most_nodes,physics\physreason,physreason00424,physreason00424.json,mechanics_kinematics_dynamics,,"The fractional quantum Hall effect (FQHE) occurs in a two-dimensional electron system subjected to a strong perpendicular magnetic field. When a current is passed through the system, a quantized Hall resistance is observ",,38,
most_nodes,physics\physreason,physreason00367,physreason00367.json,mechanics_kinematics_dynamics,,"A zero-length spring (ZLS) is characterized by a force proportional to its length, $F = kL$, for $L > L_0$, where $L_0$ is the unstretched length. The spring constant is $k$. We consider a homogeneous ZLS with weight $Mg",,35,
most_nodes,physics\physreason,physreason00615,physreason00615.json,mechanics_kinematics_dynamics,,A proton with mass $m_p$ and energy $E_p$ collides head-on with a photon of energy $E_b$. The collision results in the formation of a new particle with mass $m_\Delta$. This is a one-dimensional collision that conserves ,,34,
most_nodes,biology\sciverse_biology,sciversebiology00066,sciversebiology00066.json,ecology_food_web_population,,"根据几年来对生态系统中几个营养水平的降雨量和生物量的测量结果(如下图所示),若降雨量为120英寸,请推测主要消费者的生物量范围是多少?  \begin{tikzpicture} \begin{axis}[  xlabel=降雨量 (英寸),  ylabel=生物量,  xmin=0, xmax=140,  ymin=0, ymax=250,  xtick={0,20,...,140},  ytick={0,50,...,250},  l",,33,
most_nodes,physics\physreason,physreason00327,physreason00327.json,mechanics_kinematics_dynamics,,"Consider a three-body system. Two gravitating masses, $M$ and $m$, move in circular orbits of radii $R$ and $r$, respectively, about their common center of mass. A third body of infinitesimal mass $\mu$ is placed in a co",,33,
most_nodes,physics\seephys,seephys00058,seephys00058.json,waves_optics_sound,,Suppose you have been supplied with a number of sheets of two types of optically active material. Sheets of type P are perfect polarizers: they transmit (normally incident) light polarized parallel to some axis \(\boldsy,,33,
most_nodes,physics\seephys,seephys00361,seephys00361.json,mechanics_kinematics_dynamics,,"Any linear dc network (a load $R$ is connected between the two arbitrary points A and B of the network) is equivalent to a series circuit consisting of a battery of emf $V$ and a resistance $r$, as shown in Fig. 3.4. Cal",,33,
most_nodes,physics\seephys,seephys00084,seephys00084.json,mechanics_kinematics_dynamics,,Suppose you have been supplied with a number of sheets of two types of optically active material. Sheets of type $P$ are perfect polarizers: they transmit (normally incident) light polarized parallel to some axis $\bolds,,32,
most_nodes,physics\seephys,seephys00448,seephys00448.json,waves_optics_sound,,Suppose you have been supplied with a number of sheets of two types of optically active material. Sheets of type $P$ are perfect polarizers: they transmit (normally incident) light polarized parallel to some axis $\bolds,,32,
most_nodes,physics\seephys,seephys00652,seephys00652.json,mechanics_kinematics_dynamics,,"A student determines the specific latent heat of vaporisation of a liquid using the apparatus illustrated in Fig. 3.1. The heater is switched on. When the liquid is boiling at a constant rate, the balance reading is note",,32,
most_nodes,physics\seephys,seephys00916,seephys00916.json,mechanics_kinematics_dynamics,,"A student determines the specific latent heat of vaporisation of a liquid using the apparatus illustrated in Fig. 3.1. The heater is switched on. When the liquid is boiling at a constant rate, the balance reading is note",,32,
most_nodes,physics\seephys,seephys01463,seephys01463.json,mechanics_kinematics_dynamics,,"A student determines the specific latent heat of vaporisation of a liquid using the apparatus illustrated in Fig. 3.1. The heater is switched on. When the liquid is boiling at a constant rate, the balance reading is note",,32,
most_nodes,physics\emma_physics,emmaphysics00080,emmaphysics00080.json,mechanics_kinematics_dynamics,,"17. Four charges $Q_1$, $Q_2$, $Q_3$ and $Q_4$ of same magnitude are fixed along the $x$ axis at $x = -2a$, $-a$, $+a$ and $+2a$, respectively. A positive charge $q$ is placed on the positive $y$ axis at a distance $b > ",,31,
most_nodes,physics\physreason,physreason00011,physreason00011.json,mechanics_kinematics_dynamics,,"A horizontal metal ring with a radius of $r=0.2\mathsf{m}$ is fixed. Two metal rods, each with a length of $r$ and a resistance of $R_{0}$, are placed along the diameter of the ring. One end of each rod is in good contac",,31,
most_nodes,physics\physreason,physreason00044,physreason00044.json,mechanics_kinematics_dynamics,,A frictionless hemisphere of radius $R$ is fixed on top of a flat cylinder. One end of a spring with zero relaxed length and spring constant $k$ is fixed to the top of the hemisphere. Its other end is attached to a point,,31,
most_nodes,physics\seephys,seephys00811,seephys00811.json,electromagnetism_circuits,,"A capacitor of capacitance $C$ and a resistor of resistance $R$ are connected as shown in Fig. 6.1. Initially, the capacitor is charged and the switch is open. The switch is closed at time $t=0$. Fig. 6.2 and Fig. 6.3 sh",,31,
most_nodes,physics\seephys,seephys01105,seephys01105.json,mechanics_kinematics_dynamics,,A student uses the apparatus illustrated in Fig. 3.1 to determine a value for the specific latent heat of fusion of ice. The balance reading measures the mass of the beaker and the melted ice (water) in the beaker. The h,,31,
most_nodes,physics\seephys,seephys00255,seephys00255.json,mechanics_kinematics_dynamics,,An object is suspended from a spring that is attached to a fixed point as shown in Fig. 3.1. The object oscillates vertically with simple harmonic motion about its equilibrium position. The variation with displacement $x,,30,
most_nodes,physics\seephys,seephys00365,seephys00365.json,mechanics_kinematics_dynamics,,"An object is suspended from a spring attached to a fixed point, as shown in Fig. 3.1. The object oscillates vertically with simple harmonic motion about its equilibrium position. The variation of velocity v with displace",,30,
most_nodes,physics\seephys,seephys00498,seephys00498.json,electromagnetism_circuits,,"A capacitor of capacitance $C$ and a resistor of resistance $R$ are connected as shown in Fig. 6.1. Initially, the capacitor is charged and the switch is open. The switch is closed at time $t=0$. Fig. 6.2 and Fig. 6.3 sh",,30,
most_nodes,physics\seephys,seephys00573,seephys00573.json,mechanics_kinematics_dynamics,,A student uses the apparatus illustrated in Fig. 3.1 to determine a value for the specific latent heat of fusion of ice. The balance reading measures the mass of the beaker and the melted ice (water) in the beaker. The h,,30,
most_nodes,physics\seephys,seephys01427,seephys01427.json,electromagnetism_circuits,,"Two coils of insulated wire are wound on an iron bar, as shown in Fig. 8.1. There is a current $I_{1}$ in coil 1 that varies with time $t$ as shown in Fig. 8.2. The variation with $t$ of $I_{1}$ can be represented by the",,30,
most_nodes,physics\physreason,physreason00827,physreason00827.json,mechanics_kinematics_dynamics,,"A long metallic pipe with internal diameter $d$ is pointing directly downwards. Water (density $\rho$, surface tension $\sigma$) slowly drips from a nozzle at its lower end, forming droplets of radius $r$. Assume $d \ll ",,29,
most_nodes,physics\seephys,seephys00927,seephys00927.json,mechanics_kinematics_dynamics,,A student uses the apparatus illustrated in Fig. 3.1 to determine a value for the specific latent heat of fusion of ice. The balance reading measures the mass of the beaker and the melted ice (water) in the beaker. The h,,29,
most_nodes,physics\seephys,seephys01055,seephys01055.json,electromagnetism_circuits,,"A capacitor of capacitance $C$ and a resistor of resistance $R$ are connected as shown in Fig. 6.1. Initially, the capacitor is charged and the switch is open. The switch is closed at time $t=0$. Fig. 6.2 and Fig. 6.3 sh",,29,
most_visual_entities,physics\seephys,seephys00058,seephys00058.json,waves_optics_sound,,Suppose you have been supplied with a number of sheets of two types of optically active material. Sheets of type P are perfect polarizers: they transmit (normally incident) light polarized parallel to some axis \(\boldsy,,,24
most_visual_entities,physics\seephys,seephys00084,seephys00084.json,mechanics_kinematics_dynamics,,Suppose you have been supplied with a number of sheets of two types of optically active material. Sheets of type $P$ are perfect polarizers: they transmit (normally incident) light polarized parallel to some axis $\bolds,,,24
most_visual_entities,physics\seephys,seephys00361,seephys00361.json,mechanics_kinematics_dynamics,,"Any linear dc network (a load $R$ is connected between the two arbitrary points A and B of the network) is equivalent to a series circuit consisting of a battery of emf $V$ and a resistance $r$, as shown in Fig. 3.4. Cal",,,24
most_visual_entities,physics\seephys,seephys00448,seephys00448.json,waves_optics_sound,,Suppose you have been supplied with a number of sheets of two types of optically active material. Sheets of type $P$ are perfect polarizers: they transmit (normally incident) light polarized parallel to some axis $\bolds,,,24
most_visual_entities,physics\physreason,physreason00036,physreason00036.json,electromagnetism_circuits,,A Van de Graaff accelerator at Beloit College uses a charged aluminum sphere (dome) of radius $a=0.50$ m. The dome is charged by a rubber belt of width $w=0.10$ m moving at a speed of $v_b=20$ m/s. The accelerator column,,,23
most_visual_entities,physics\physreason,physreason00044,physreason00044.json,mechanics_kinematics_dynamics,,A frictionless hemisphere of radius $R$ is fixed on top of a flat cylinder. One end of a spring with zero relaxed length and spring constant $k$ is fixed to the top of the hemisphere. Its other end is attached to a point,,,18
most_visual_entities,physics\seephys,seephys00023,seephys00023.json,mechanics_kinematics_dynamics,,"For a particle of charge $q$, what are the energies and energy eigenfunctions if a very long solenoid containing a magnetic flux passes the doubled ring of (b) as shown in Fig. 4.9? Assume the system does not radiate ele",,,18
most_visual_entities,physics\seephys,seephys00134,seephys00134.json,mechanics_kinematics_dynamics,,What are the energies and energy eigenfunctions if the ring is doubled (each loop still has radius $R$) as shown in Fig. 4.8?,,,18
most_visual_entities,physics\seephys,seephys00597,seephys00597.json,mechanics_kinematics_dynamics,,"In an inertial frame, a square with diagonal length $2 l_{0}$ has four point charges of the same charge $q>0$ at its vertices and a stationary point charge of $-Q<0$ at its center. Assuming no external forces, each point",,,18
most_visual_entities,physics\physreason,physreason00176,physreason00176.json,mechanics_kinematics_dynamics,,"A Fabry-Perot (F-P) etalon, consisting of two high-reflectivity glass plates, is used to analyze light from a Sodium lamp. The etalon's air pressure is tunable, and its transmitivity is given by $T=\frac{1}{1+F \sin ^{2}",,,17
most_visual_entities,physics\physreason,physreason00327,physreason00327.json,mechanics_kinematics_dynamics,,"Consider a three-body system. Two gravitating masses, $M$ and $m$, move in circular orbits of radii $R$ and $r$, respectively, about their common center of mass. A third body of infinitesimal mass $\mu$ is placed in a co",,,17
