dataset,canonical_sample_id,sample_file,source_problem_id,final_category,final_category_zh,question,question_zh,translation_status,answer,question_units,complexity_index,multi_step_score,visual_kinds
physics\seephys,seephys00010,seephys00010.json,61,waves_optics_sound,波动、光学与声学,"A plane monochromatic wave (wavelength $\lambda$) is incident on a set of 5 slits spaced at a distance $d$ (Fig. 2.55). Assume that the width of the individual slits is much less than $d$. For the resulting interference pattern focused on a screen, compute the angular width of the central image (the angle between the principal maximum and the first minimum).",,not_translated_in_full_list,$\frac{\lambda}{5 d}$,61,8.8712,0.4457,geometry_diagram
physics\seephys,seephys00011,seephys00011.json,162,waves_optics_sound,波动、光学与声学,"Figure 2.63 shows a phased array of radar antenna elements spaced at $1/4$ wavelength. The transmitting phase is shifted by steps of $\pi/6$ from element to element; element 0 has 0 phase, element 1 has $\pi/6$ phase shift, element 2 has $2\pi/6$, element 3 has $3\pi/6$, etc. At what angle $\theta$ is the zero-order constructive interference transmission lobe?",,not_translated_in_full_list,$\theta = \arcsin\left(-\frac{1}{3}\right)$,66,9.2759,0.4907,geometry_diagram
physics\seephys,seephys00012,seephys00012.json,91,mechanics_kinematics_dynamics,力学、运动学与动力学,"A flyball governor consists of two masses $m$ connected to arms of length $l$ and a mass $M$ as shown in Fig. 2.68. The assembly is constrained to rotate around a shaft on which the mass $M$ can slide up and down without friction. Neglect the mass of the arms, air friction, and assume that the diameter of the mass $M$ is small. Suppose the shaft is now allowed to rotate freely. Does the frequency of small oscillation change? If so, calculate the new value.",,not_translated_in_full_list,$f=\frac{1}{2\pi}\sqrt{\frac{(m+M)g(1+3\cos^{2}\theta_{0})}{(m+2M\sin^{2}\theta_{0})l\cos\theta_{0}}}$,85,10.1929,0.5317,generic_visual
physics\seephys,seephys00013,seephys00013.json,71,mechanics_kinematics_dynamics,力学、运动学与动力学,"A dipole of fixed length $2 R$ has mass $m$ on each end, charge $+Q_{2}$ on one end and $-Q_{2}$ on the other. It is in orbit around a fixed point charge $+Q_{1}$. (The ends of the dipole are constrained to remain in the orbital plane.) Figure 1.57 shows the definitions of the coordinates $r, \theta, lpha$. Figure 1.58 gives the radial distances of the dipole ends from $+Q_{1}$. The dipole is in a circular orbit about $Q_{1}$ with $\dot{r} pprox \ddot{r} pprox \ddot{\theta} pprox 0$ and $lpha...",,not_translated_in_full_list,$T = 2 \pi \sqrt{\frac{4 \pi \varepsilon_{0}}{Q_{1} Q_{2}} \cdot m R r^{2}}$,108,10.9886,0.5357,geometry_diagram
physics\seephys,seephys00014,seephys00014.json,152,mechanics_kinematics_dynamics,力学、运动学与动力学,"In Fig. 2.68 a block of semiconductor (conductivity $=\sigma$) has its bottom face $(z=0)$ attached to a metal plate (its conductivity $\sigma\rightarrow\infty$) which is held at potential $\phi=0$. A wire carrying current $J$ is attached to the center of the top face $(z=c)$. The sides $(x=0, x=a, y=0, y=b)$ are insulated and the top is insulated except for the wire. Assume that the charge density is $\rho=0$ and $\varepsilon=\mu=1$ inside the block. (b) Write down the boundary conditions fo...",,not_translated_in_full_list,"$B=D=0,\;\alpha=\frac{m\pi}{a},\;\beta=\frac{n\pi}{b},\;\gamma=\pi\sqrt{\left(\frac{m}{a}\right)^2+\left(\frac{n}{b}\right)^2},\;F=-E,\;\phi_{mn}(x,y,z)=A_{mn}\cos\left(\frac{m\pi}{a}x\right)\cos\left(\frac{n\pi}{b}y\...",109,11.1249,0.7567,circuit_diagram
physics\seephys,seephys00015,seephys00015.json,70,physical_circuit_application,物理电路应用,"Refer to Fig. 3.67. When this monostable circuit is triggered, how long will $Q_2$ be off?",,not_translated_in_full_list,7 \mu\mathrm{s},17,7.2824,0.3467,circuit_diagram
physics\seephys,seephys00016,seephys00016.json,173,mechanics_kinematics_dynamics,力学、运动学与动力学,"For the system of 2 identical masses and massless springs shown in Fig. 1.102, calculate the period of oscillation if the masses are released from the initial symmetrical configuration shown.",,not_translated_in_full_list,$T=2\pi\sqrt{\frac{m}{K+2K^{\prime}}}$,30,7.5923,0.3917,wide_diagram
physics\seephys,seephys00017,seephys00017.json,259,mechanics_kinematics_dynamics,力学、运动学与动力学,"Three bodies of equal mass $m$, indicated by $i=1,2,3$, are constrained to perform small oscillations along different coplanar axes forming $120^{\circ}$ angles at their common intersection, as shown in Fig. 1.94. Identical coupling springs hold these bodies near equilibrium positions which are at a distance $l$ from the intersection on each axis; the equilibrium length of each spring is $\sqrt{3}l$. Verify that one normal mode is totally symmetric, $x_1(t)=x_2(t)=x_3(t)$, and determine its f...",,not_translated_in_full_list,$\omega=\sqrt{\frac{K+3k}{m}}$,87,10.0749,0.6217,chart_like
physics\seephys,seephys00018,seephys00018.json,156,mechanics_kinematics_dynamics,力学、运动学与动力学,Figure 2.67 shows a simplified electron lens consisting of a circular loop (of radius $a$) of wire carrying current $I$. For $\rho \ll a$ the vector potential is approximately given by $A_{\theta}=rac{\pi I a^{2} \rho}{\left(a^{2}+z^{2}\right)^{3/2}}$. In parts (c) and (d) it is useful to make a simplifying approximation that the magnetic force is most important when the particle is in the vicinity of the lens (impulse approximation). Since $\rho$ is small we can assume that $\rho pprox b$ an...,,not_translated_in_full_list,"$\Delta P_{\rho}\approx -\frac{3\pi b}{8 m a u}\left(\frac{I\pi q}{c}\right)^2, \quad \frac{1}{l_{0}}+\frac{1}{l_{i}}=\frac{1}{f}, \quad f=\frac{8 a}{3\pi}\left(\frac{m u c}{I\pi q}\right)^2$",155,10.9865,0.6617,circuit_diagram
physics\seephys,seephys00019,seephys00019.json,51,electromagnetism_circuits,电磁学与物理电路,"The conductors of a coaxial cable are connected to a battery and resistor as shown in Fig. 2.15. Starting from first principles, find, in the region between $r_{1}$ and $r_{2}$, the Poynting vector.",,not_translated_in_full_list,$\mathbf{N}=\frac{V^{2}}{2 \pi r^{2} R \ln \frac{r_{2}}{r_{1}}}\mathbf{e}_{z}$,35,8.1795,0.3917,circuit_diagram
physics\seephys,seephys00020,seephys00020.json,213,mechanics_kinematics_dynamics,力学、运动学与动力学,"A particle of mass $m$ can slide without friction on the inside of a small tube bent in the form of a circle of radius $a$. The tube rotates about a vertical diameter at a constant rate of $\omega\,\mathrm{rad}/\mathrm{sec}$ as shown in Fig. 1.79. Write the differential equation of motion.",,not_translated_in_full_list,$ma\ddot{\theta}=mg\sin\theta+ma\omega^{2}\sin\theta\cos\theta$,54,8.5387,0.4007,geometry_diagram
physics\seephys,seephys00021,seephys00021.json,222,mechanics_kinematics_dynamics,力学、运动学与动力学,"A thin flat rectangular plate, of mass $M$ and sides $a$ by $2a$, rotates with constant angular velocity $\omega$ about an axle through two diagonal corners, as shown in Fig. 1.138. The axle is supported at the corners of the plate by bearings which can exert forces only on the axle. Ignoring gravitational and frictional forces, find the force exerted by each bearing on the axle as a function of time.",,not_translated_in_full_list,"In a fixed frame $Ox''y''z''$ with the same $z'$-axis and the $x''$-axis coinciding with the $x'$-axis at $t=0$, the forces exerted by the bearings are given by $N_{A x''}=\frac{Ma\omega^2}{10\sqrt{5}}\cos\omega t$, $...",72,9.6865,0.4867,generic_visual
physics\seephys,seephys00022,seephys00022.json,220,mechanics_kinematics_dynamics,力学、运动学与动力学,Cylinder C (mass 10.0 kg and radius 0.070 m) rolls without slipping on hill H as shown in Fig. 1.121. The string does not stretch and is wrapped around the cylinder C. What are the magnitude and direction of the acceleration?,,not_translated_in_full_list,$0.426 \; \mathrm{ms}^{-2}$ downward along the inclined plane,41,8.3506,0.4097,generic_visual
physics\seephys,seephys00023,seephys00023.json,20,mechanics_kinematics_dynamics,力学、运动学与动力学,"For a particle of charge $q$, what are the energies and energy eigenfunctions if a very long solenoid containing a magnetic flux passes the doubled ring of (b) as shown in Fig. 4.9? Assume the system does not radiate electromagnetically.",,not_translated_in_full_list,$E_{n}=\frac{\hbar^{2}}{8mR^{2}}\left(n-\frac{q\phi}{\pi\hbar}\right)^{2} \quad \text{and} \quad \Psi_{n}(\theta)=\frac{1}{\sqrt{4\pi}}\exp\left(i\frac{n}{2}\theta\right)$,40,10.9218,0.4147,generic_visual|wide_diagram
physics\seephys,seephys00024,seephys00024.json,82,physics_conceptual_judgement,物理概念判断,Figure 2.19 gives the low-lying states of ${}^{18}\text{O}$ with their spin-parity assignments and energies (in MeV) relative to the $0^{+}$ ground state. What $J^{p}$ values are expected for the low-lying states of ${}^{19}\text{O}$?,,not_translated_in_full_list,"$\frac{5}{2}^{+}$, $\frac{1}{2}^{+}$, $\frac{3}{2}^{+}$, $\frac{7}{2}^{+}$, $\frac{9}{2}^{+}$",41,7.9847,0.4417,generic_visual
physics\seephys,seephys00025,seephys00025.json,229,mechanics_kinematics_dynamics,力学、运动学与动力学,"A flyball governor consists of two masses $m$ connected to arms of length $l$ and a mass $M$ as shown in Fig. 2.68. The assembly is constrained to rotate around a shaft on which the mass $M$ can slide up and down without friction. Neglect the mass of the arms, air friction, and assume that the diameter of the mass $M$ is small. Suppose first that the shaft is constrained to rotate at an angular velocity $\omega_{0}$. Calculate the equilibrium height of the mass $M$.",,not_translated_in_full_list,There are two equilibrium positions: one with height $2l$ (when $\theta_{0}=0$) and the nontrivial one with $2l\cos\theta_{0}=\frac{2(m+M)g}{m\omega_{0}^{2}}$ (with $\cos\theta_{0}=\frac{(m+M)g}{ml\omega_{0}^{2}}$).,86,10.2644,0.5317,generic_visual
physics\seephys,seephys00026,seephys00026.json,199,waves_optics_sound,波动、光学与声学,"Light of wavelength $\lambda$ and intensity $I_{0}$ is incident perpendicularly onto an opaque screen with a circular hole of radius $R$. In each case, find the intensity of the light at a distance $L$ behind the obstacle, on the path passing through the center of the circle. Take $L \gg R$.",,not_translated_in_full_list,$I_{0}$,52,6.4409,0.3467,
physics\seephys,seephys00027,seephys00027.json,251,mechanics_kinematics_dynamics,力学、运动学与动力学,"The $\gamma$-ray total nuclear cross section $\sigma_{total}$ (excluding $e^+e^-$ pair production) on neodymium-142 is given in the figure. Using a simple model of the nucleus as A particles bound in a harmonic oscillator potential, estimate the resonance energy as a function of A. Does this agree with the observed value in the figure for A = 142?",,not_translated_in_full_list,yes,60,8.3486,0.3827,generic_visual
physics\seephys,seephys00028,seephys00028.json,42,electromagnetism_circuits,电磁学与物理电路,"An electric circuit consists of two resistors (resistances $R_{1}$ and $R_{2}$), a single condenser (capacitor $C$) and a variable voltage source $V$ joined together as shown in Fig. 3.83. When $V(t)$ is a very sharp pulse at $t=0$, we approximate $V(t)=A\delta(t)$. What is the time history of the potential drop across $R_{1}$?",,not_translated_in_full_list,$V_{1}\propto \exp\left(-\frac{R_{1}+R_{2}}{CR_{1}R_{2}}t\right)$ for $t>0$ and $V_{1}=0$ for $t<0$,61,9.4936,0.5447,circuit_diagram
physics\seephys,seephys00029,seephys00029.json,212,mechanics_kinematics_dynamics,力学、运动学与动力学,"A merry-go-round (MGR) has two orthogonal axes ($x, y$) painted on it, and is rotating on the earth (assume to be an inertial frame $x_{0}, y_{0}, z_{0}$) with constant angular velocity $\omega$ about a vertical axis. A bug of mass $m$ is crawling outward without slipping along the $x$-axis with constant velocity $v_{0}$. What is the total force $\mathbf{F}_{b}$ exerted by the MGR on the bug? Give all components of $\mathbf{F}_{b}$ in the earth-frame coordinates $x_{0}, y_{0}, z_{0}$ of the bug.",,not_translated_in_full_list,$\mathbf{F}_{b}=-m v_{0} \omega\left[2\sin(\omega t)+\omega t \cos(\omega t)\right]\mathbf{i}+m v_{0} \omega\left[2\cos(\omega t)-\omega t \sin(\omega t)\right]\mathbf{j}+m g\mathbf{k}$,96,8.2816,0.5267,
physics\seephys,seephys00030,seephys00030.json,16,mechanics_kinematics_dynamics,力学、运动学与动力学,Consider a solid cylinder of mass $m$ and radius $r$ sliding without rolling down the smooth inclined face of a wedge of mass $M$ that is free to move on a horizontal plane without friction (see figure). Now suppose that the cylinder is free to roll down the wedge without slipping. How far does the wedge move in this case?,,not_translated_in_full_list,$\frac{m h}{M+m}\cot\theta$,60,8.4263,0.3197,generic_visual
physics\seephys,seephys00031,seephys00031.json,57,physics_conceptual_judgement,物理概念判断,A ray of light enters a spherical drop of water of index $n$ as shown (Fig. 1.21). Find the angle $\phi$ which produces minimum deflection.,,not_translated_in_full_list,$\cos^{2} \phi = \frac{n^{2}-1}{3}$,25,7.6987,0.4547,geometry_diagram
physics\seephys,seephys00032,seephys00032.json,219,mechanics_kinematics_dynamics,力学、运动学与动力学,Cylinder C (mass 10.0 kg and radius 0.070 m) rolls without slipping on hill H as shown in Fig. 1.121. The string does not stretch and is wrapped around cylinder C. How far vertically upward does C move when the 2 kg mass moves down one meter?,,not_translated_in_full_list,0.25 m,47,8.5101,0.3647,generic_visual
physics\seephys,seephys00033,seephys00033.json,291,electromagnetism_circuits,电磁学与物理电路,"As can be seen in Fig. 1.32, the inner conducting sphere of radius $a$ carries charge $Q$, and the outer sphere of radius $b$ is grounded. The distance between their centers is $c$, which is a small quantity. If the potential between the two spheres contains only $l=0$ and $l=1$ angular components, determine it to first order in $c$",,not_translated_in_full_list,$\Phi=\frac{Q}{4\pi\varepsilon_0}\left\{\frac{1}{r}-\frac{1}{b}+\frac{cr}{b^3-a^3}\left[1-\left(\frac{a}{r}\right)^3\right]\cos\theta\right\}$,61,9.4445,0.5497,generic_visual
physics\seephys,seephys00034,seephys00034.json,142,electromagnetism_circuits,电磁学与物理电路,"For the circuit shown in Fig. 3.35, the coupling coefficient of mutual inductance for the two coils $L_{1}$ and $L_{2}$ is unity. What is the phase angle of the input current with respect to the driving voltage as the oscillator frequency approaches the resonant frequency of the secondary circuit?",,not_translated_in_full_list,$\varphi=\frac{\pi}{2}$,51,8.6268,0.3917,circuit_diagram
physics\seephys,seephys00035,seephys00035.json,136,mechanics_kinematics_dynamics,力学、运动学与动力学,A bucket of water is rotated at a constant angular velocity $\omega$ about its symmetry axis. Determine the shape of the surface of the water after everything has settled down. (MIT),,not_translated_in_full_list,$z=\frac{\omega^{2}r^{2}}{2g}$,31,7.1803,0.3197,chart_like
physics\seephys,seephys00036,seephys00036.json,271,mechanics_kinematics_dynamics,力学、运动学与动力学,"A device consisting of a thin vertical tube and wide horizontal tube joined together in the way shown in Fig. 1.240 is immersed in a fluid of density $\rho_{f}$. The density and pressure of the external atmosphere are $\rho_{a}$ and $p_{a}$ respectively. The end of the horizontal tube is then sealed, and subsequently the device is rotated as shown with constant angular velocity $\omega$. You may treat the air everywhere as an ideal gas at fixed temperature, and you may ignore the variation of...",,not_translated_in_full_list,$h=\frac{\omega^{2}L^{2}}{6g}\cdot\frac{\rho_{a}}{\rho_{f}}$,114,9.3932,0.4367,generic_visual
physics\seephys,seephys00037,seephys00037.json,214,mechanics_kinematics_dynamics,力学、运动学与动力学,"A heavy star of mass $M$ and radius $R$ moves with velocity $\mathbf{V}$ through a very dilute gas of mass density $\rho$. It pulls particles toward itself by its gravitational field and captures all of the atoms that strike its surface. Find the drag force on the star, assuming the thermal velocities of the atoms are negligible relative to $|\mathbf{V}|$ and the interactions of atoms with each other can be neglected. (CUSPEA)",,not_translated_in_full_list,$-\frac{\pi R^{2}\rho}{V}\left(V^{2}+\frac{2GM}{R}\right)\mathbf{V}$,74,7.9535,0.3197,wide_diagram
physics\seephys,seephys00038,seephys00038.json,257,mechanics_kinematics_dynamics,力学、运动学与动力学,A merry-go-round (carousel) starts from rest and accelerates with a constant angular acceleration of $0.02$ revolution per second per second. A woman sitting on a chair $6$ meters from the axis of revolution holds a $2$ kg ball. Calculate the magnitude and direction of the force she must exert to hold the ball 5 seconds after the merry-go-round begins to rotate. Specify the direction with respect to the radius of the chair on which she is sitting.,,not_translated_in_full_list,"$\mathbf{f}=-4.74\,\mathbf{i}+1.51\,\mathbf{j}+19.6\,\mathbf{k}$ N with magnitude $20.2$ N",81,8.0709,0.5407,
physics\seephys,seephys00039,seephys00039.json,147,mechanics_kinematics_dynamics,力学、运动学与动力学,"The one-dimensional quantum mechanical potential energy of a particle of mass $m$ is given by $$V(x)=\begin{cases}V_{0}\delta(x), & -a<x<\infty \\ \infty, & x<-a\end{cases}$$ At time $t=0$, the wave function of the particle is completely confined to the region $-a<x<0$. Define $k=\sqrt{2mE}/\hbar$ and $\alpha=2mV_{0}/\hbar^{2}$. Give an expression for the time development of the wave function in terms of $f(k)$. What values of $k$ are expected to govern the time behavior at large times?",,not_translated_in_full_list,"$\psi(x,t)=\int_{-\infty}^{\infty} f(k)\psi_k(x)e^{-iE_k t/\hbar}\,dk,\quad \text{with small } k \text{ dominating at large } t$",94,7.6945,0.5447,
physics\seephys,seephys00040,seephys00040.json,96,electromagnetism_circuits,电磁学与物理电路,"In Fig. 2.71, the cylindrical cavity is symmetric about its long axis. For the purposes of this problem, it can be approximated as a coaxial cable (which has inductance and capacitance) shorted at one end and connected to a parallel plate disk capacitor at the other. Derive an expression for the lowest resonant frequency of the cavity. Neglect end and edge effects ($h \gg r_{2}, d \ll r_{1}$).",,not_translated_in_full_list,$\omega_{0}=\frac{2 d c^{2}}{h\left(2 d h+r_{1}^{2}\ln \frac{r_{2}}{r_{1}}\right)}$,70,10.1146,0.5677,chart_like
physics\seephys,seephys00041,seephys00041.json,194,mechanics_kinematics_dynamics,力学、运动学与动力学,"A thin hollow cylinder of radius $R$ and mass $M$ slides across a frictionless floor with speed $V_{0}$. Initially the cylinder is spinning backward with angular velocity $\omega_{0}=2 V_{0} / R$. The cylinder passes onto a rough area and continues moving in a straight line. Due to friction, it eventually rolls. What is the final velocity $\mathbf{V}_{f}$?",,not_translated_in_full_list,$V_{f}=-\frac{1}{2}V_{0}$,62,7.2785,0.4097,
physics\seephys,seephys00042,seephys00042.json,104,mechanics_kinematics_dynamics,力学、运动学与动力学,"Suppose the radiation is observed far from the charges at an angle $\theta$ relative to the axis of rotation. What is the polarization for $\theta=0^{\circ}$, $90^{\circ}$, and $0<\theta<90^{\circ}$?",,not_translated_in_full_list,"For $\theta=0^{\circ}$, no radiation is emitted; for $\theta=90^{\circ}$, the radiation is circularly polarized; for $0^{\circ}<\theta<90^{\circ}$, the radiation is not polarized.",34,7.061,0.3377,chart_like
physics\seephys,seephys00043,seephys00043.json,39,waves_optics_sound,波动、光学与声学,"Consider the Babinet Compensator shown in the figure (Fig.~2.76). The device is constructed from two pieces of uniaxial optical material with indices $n_{e}$ and $n_{o}$ for light polarized perpendicular and parallel to the optic axis, respectively. A narrow beam of light of vacuum wavelength $\lambda$ is linearly polarized in the XZ plane at $45^\circ$ to X and Z and propagates through the compensator from left to right along the $+Y$ axis as shown (Fig.~2.77). For $d<L$, calculate the relat...",,not_translated_in_full_list,$\frac{4 \pi}{\lambda}\left(n_{\mathrm{o}}-n_{\mathrm{e}}\right) \frac{x d}{L}$,112,11.4146,0.4907,chart_like
physics\seephys,seephys00044,seephys00044.json,202,physics_conceptual_judgement,物理概念判断,"A camera (focal length 50 cm, aperture diameter $D$), sensitive to visible light, is sharply focused on the stars; it is then used without refocusing for an object at a distance of 100 meters. Roughly, what aperture $D$ will give the best resolution for this object? Give $D$ in cm.",,not_translated_in_full_list,0.82,50,8.3896,0.4097,generic_visual
physics\seephys,seephys00045,seephys00045.json,294,electromagnetism_circuits,电磁学与物理电路,"A sphere of radius $a$ has a bound charge $Q$ distributed uniformly over its surface. The sphere is surrounded by a uniform fluid dielectric medium with fixed dielectric constant $\varepsilon$. The fluid also contains a free charge density given by $\rho(\mathbf{r})=-kV(\mathbf{r})$, where $k$ is a constant and $V(\mathbf{r})$ is the electric potential at $\mathbf{r}$ relative to infinity. Compute the pressure as a function of $\mathbf{r}$ in the dielectric.",,not_translated_in_full_list,For $k>0$: $p=-\frac{\varepsilon}{2}\frac{(1+\alpha r)^2}{r^2}V^2(r)$; for $k<0$: $p=-\frac{\varepsilon}{2}\frac{(\beta r+\tan\beta r+1)^2}{r^2}V^2(r)$,77,7.8885,0.5087,
physics\seephys,seephys00046,seephys00046.json,168,waves_optics_sound,波动、光学与声学,"Consider the following simple telescope configuration made up of thin lenses: $$ \begin{array}{l} \mathrm{L}_{1}: f_{1}=10\,\mathrm{cm}, \text{ Diameter }=4\,\mathrm{cm} \\ \mathrm{L}_{2}: f_{2}=2\,\mathrm{cm}, D=1.2\,\mathrm{cm} \\ \mathrm{L}_{3}: f_{3}=2\,\mathrm{cm}, D=1.2\,\mathrm{cm} \end{array} $$ What is the function of the lens $\mathrm{L}_{2}$?",,not_translated_in_full_list,"converge the rays before they enter the eye lens $L_{3}$, so that one can get a comfortable image with a smaller eye lens",63,9.4524,0.4907,wide_diagram
physics\seephys,seephys00047,seephys00047.json,30,waves_optics_sound,波动、光学与声学,"Four identical coherent monochromatic wave sources A, B, C, D, as shown in Fig. 4.2 produce waves of the same wavelength $\lambda$. Two receivers $R_{1}$ and $R_{2}$ are at great (but equal) distances from $B$. Which receiver picks up the greater signal?",,not_translated_in_full_list,$R_{2}$ picks up greater signal,44,8.7504,0.4547,generic_visual
physics\seephys,seephys00048,seephys00048.json,24,modern_quantum_nuclear_relativity,近代物理、量子与相对论,The potential curves for the ground electronic state (A) and an excited electronic state (B) of a diatomic molecule are shown in Fig. 8.2. Each electronic state has a series of vibrational levels labeled by the quantum number $\nu$. Some molecules were initially at the lowest vibrational level of electronic state B and then underwent spontaneous emission transitions to various vibrational levels of electronic state A. Which vibrational level of electronic state A would be most favorably popul...,,not_translated_in_full_list,$\nu \approx 5$,81,10.0512,0.4327,chart_like
physics\seephys,seephys00049,seephys00049.json,131,waves_optics_sound,波动、光学与声学,"Consider the interference pattern from the three slits illustrated in Fig. 2.3. Assume the openings of the individual slits are the same ($\leqslant \frac{\lambda}{2}$). At what value of $\theta$ is the first principal maximum (i.e., the wavelets from all three slits are in phase)?",,not_translated_in_full_list,$\theta_{1} \approx \frac{2\lambda}{d}$,47,8.8416,0.4727,generic_visual
