dataset,canonical_sample_id,sample_file,source_problem_id,final_category,final_category_zh,question,question_zh,translation_status,answer,question_units,complexity_index,multi_step_score,visual_kinds
chemistry\scemqa_chemistry,scemqachemistry00023,scemqachemistry00023.json,246,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"What is the reason that the lightest member of Group 15 does not follow the trend of the other members, which show that the boiling point decreases with decreasing atomic mass of the Group 15 element? The graph shows the variation of boiling point with Group number for the hydrogen compounds of the four lightest members of Group 15 on the periodic table (NH3, PH3, AsH3 and SbH3).",,not_translated_in_full_list,Hydrogen bonding,72,8.8687,0.4097,chart_like
chemistry\scemqa_chemistry,scemqachemistry00024,scemqachemistry00024.json,352,equilibrium_kinetics_gas,化学平衡、动力学与气体,What is the approximate molar solubility of zinc iodate at 25°C? Zinc iodate dissociates in water via the following equilibrium process,,not_translated_in_full_list,$1.0 \times 10^{-2}$ M,22,6.6677,0.3017,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00025,scemqachemistry00025.json,383,lab_graph_data_interpretation,实验图表与数据分析,What position on the standing wave shown below corresponds to a crest?,,not_translated_in_full_list,b,12,5.9511,0.3017,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00026,scemqachemistry00026.json,396,stoichiometry_reaction_calculation,化学计量与反应计算,"Given a reaction A+B →C. Based on the following experimental data, what is the rate law for the hypothetical reaction given above?",,not_translated_in_full_list,Rate = $k[B]$,23,7.6063,0.3557,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00027,scemqachemistry00027.json,255,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"Cyclopropane, pictured above, is a relatively unstable compound. As seen in the diagram, the carbon atoms form the corners of an equilateral triangle and each carbon atom has two hydrogen atoms attached to complete an octet of electrons around the carbon atoms. Based upon this structure, why is cyclopropane a relatively unstable compound?",,not_translated_in_full_list,The bonds do not match the angles,53,8.3471,0.3017,geometry_diagram
chemistry\scemqa_chemistry,scemqachemistry00028,scemqachemistry00028.json,340,equilibrium_kinetics_gas,化学平衡、动力学与气体,"What is the concentration of the $H_2C_2O_4$ solution? A 0.10 M solution of NaOH is titrated into 20 mL of $H_2C_2O_4$, a diprotic acid, of an unknown concentration. The pH of the $H_2C_2O_4$ solution is monitored as the NaOH is added, resulting in the graph below.",,not_translated_in_full_list,0.050 M,61,8.2489,0.3917,chart_like
chemistry\scemqa_chemistry,scemqachemistry00029,scemqachemistry00029.json,295,equilibrium_kinetics_gas,化学平衡、动力学与气体,The graph shows a titration curve of a weak base titrated with a strong acid. The pH was measured with a pH meter after small volumes of 0.075 M HCl were added to 25.0 mL of a weak base. Data from that experiment are shown in the graph. Which arrow points to the place on the curve where the pH is equal to 14 - pK$_b$?,,not_translated_in_full_list,C,66,9.2203,0.4457,chart_like
chemistry\scemqa_chemistry,scemqachemistry00030,scemqachemistry00030.json,217,periodic_atomic_bonding,周期律、原子与成键,The following diagram shows the relative atomic sizes of three different elements from the same period. Which of the following statements must be true?,,not_translated_in_full_list,The electronegativity value will be greatest in element Z,24,7.6318,0.3467,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00031,scemqachemistry00031.json,408,equilibrium_kinetics_gas,化学平衡、动力学与气体,A 25.0-mL sample of a solution of a monoprotic acid is titrated with a 0.115 M NaOH solution. The titration curve above was obtained. Which of the indicators in the table would be best for this titration?,,not_translated_in_full_list,bromthymol blue,38,8.5869,0.4007,chart_like
chemistry\scemqa_chemistry,scemqachemistry00032,scemqachemistry00032.json,355,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"The Lewis diagrams for both ethanol and octane are drawn below. Ethanol's boiling point is 78°C, while octane's is 125°C. This is best explained by the fact that",,not_translated_in_full_list,octane's temporary dipoles are stronger than those in ethanol,30,7.4642,0.3017,geometry_diagram
chemistry\scemqa_chemistry,scemqachemistry00033,scemqachemistry00033.json,309,periodic_atomic_bonding,周期律、原子与成键,Which of the labeled arrows in the diagram above represents the strongest intermolecular force of the four indicated?,,not_translated_in_full_list,Arrow A,18,6.1045,0.3017,generic_visual
chemistry\scemqa_chemistry,scemqachemistry00034,scemqachemistry00034.json,334,stoichiometry_reaction_calculation,化学计量与反应计算,The diagram below supports which of the following conclusions about the reaction shown below?,,not_translated_in_full_list,Mass is conserved in all chemical reactions,14,6.0921,0.3017,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00035,scemqachemistry00035.json,343,stoichiometry_reaction_calculation,化学计量与反应计算,"Based on the mass spectrum shown below, which of the following can be concluded about zirconium?",,not_translated_in_full_list,The most common isotope of zirconium has 50 neutrons.,16,6.4525,0.3017,generic_visual
chemistry\scemqa_chemistry,scemqachemistry00036,scemqachemistry00036.json,327,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"The Lewis diagram of the bisulfite ion, $HSO^{3-}$, is drawn below. Which of the following descriptions correctly compares the bond lengths of the three sulfur-oxygen bonds found in bisulfite?",,not_translated_in_full_list,"Of the three bonds, there is one longer one and two shorter ones of identical length.",31,7.912,0.3737,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00037,scemqachemistry00037.json,222,stoichiometry_reaction_calculation,化学计量与反应计算,"Two half-cells are set up as follows: Half-Cell A: Strip of Cu(s) in $CuNO_3(aq)$ Half-Cell B: Strip of Zn(s) in $Zn(NO_3)_2(aq)$ When the cells are connected according to the following diagram, the following reaction occurs. What will happen in the salt bridge as the reaction progresses?",,not_translated_in_full_list,The Na+ ions will flow to the Cu/Cu+ half-cell,57,9.5067,0.5537,generic_visual
chemistry\scemqa_chemistry,scemqachemistry00038,scemqachemistry00038.json,302,molecular_structure_smiles_bonds,分子结构、键与 SMILES,Ethanoic acid (\ce{HC2H3O2} \quad \text{or} \quad \ce{CH3CO2H} \quad \text{or} \quad \ce{CH3COOH}) has a much lower vapor pressure than ethanol (\ce{CH3CH2OH}). What is the most reasonable explanation?,,not_translated_in_full_list,Hydrogen bonding in ethanoic acid is the strongest attractive force and is mainly responsible for the observed data.,47,6.2617,0.3827,
chemistry\scemqa_chemistry,scemqachemistry00039,scemqachemistry00039.json,347,stoichiometry_reaction_calculation,化学计量与反应计算,"For the reaction $3NO_2(g) + H_2O(l) \rightarrow 2HNO_3(aq) + NO(g)$ with $\Delta H^\circ = -135\ \text{kJ/mol rxn}$, 1.0 mole of $NO_2(g)$ is bubbled through excess water. Which of the following statements correctly describes the energy change that will occur during the reaction?",,not_translated_in_full_list,45 kJ of energy will be emitted,54,8.1174,0.4907,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00040,scemqachemistry00040.json,316,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"In the diagram above, which labeled arrow is pointing toward a hydrogen bond?",,not_translated_in_full_list,4,13,6.4896,0.3017,geometry_diagram
chemistry\scemqa_chemistry,scemqachemistry00041,scemqachemistry00041.json,314,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"A dimer consists of two closely associated molecules. In the gas phase, acetic acid tends to form dimers as illustrated on the left in the diagram. Acetyl chloride, on the right in the diagram, is not very efficient in forming dimers. Why is acetic acid better able to form dimers than acetyl chloride?",,not_translated_in_full_list,Acetic acid can form strong hydrogen bonds but acetyl chloride can only form weaker dipole-dipole attractions.,53,8.8305,0.3467,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00042,scemqachemistry00042.json,373,equilibrium_kinetics_gas,化学平衡、动力学与气体,The diagram below shows three identical 1.0 L containers filled with the indicated amounts of gas. The stopcocks connecting the containers are originally closed and the gases are all at 25°C. Assume ideal behavior. Which gas exerts the greatest pressure?,,not_translated_in_full_list,He,41,8.3164,0.3917,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00043,scemqachemistry00043.json,271,stoichiometry_reaction_calculation,化学计量与反应计算,A mass spectrum of a naturally occurring sample of an element is shown above. What is the element?,,not_translated_in_full_list,Ne,18,5.8565,0.3017,generic_visual
chemistry\scemqa_chemistry,scemqachemistry00044,scemqachemistry00044.json,280,stoichiometry_reaction_calculation,化学计量与反应计算,"The above experiment was performed several times, and the data was gathered as shown in the figure. What is the rate law for this reaction?",,not_translated_in_full_list,rate = k[NO]$^2$[Br$_2$],25,7.6797,0.3467,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00045,scemqachemistry00045.json,231,stoichiometry_reaction_calculation,化学计量与反应计算,"$NO_2$ gas is placed in a sealed, evacuated container and allowed to decompose via the following equation: $2NO_2(g) \leftrightarrow 2NO(g) + O_2(g)$ The graph below indicates the change in concentration for each species over time. What is happening to the rate of the forward reaction at t = 60 s?",,not_translated_in_full_list,It is remaining constant.,56,8.8114,0.5087,chart_like
chemistry\scemqa_chemistry,scemqachemistry00046,scemqachemistry00046.json,294,equilibrium_kinetics_gas,化学平衡、动力学与气体,The above graph shows a titration curve of a weak base titrated with a strong acid. The pH was measured with a pH meter after small volumes of 0.075 M HCl were added to 25.0 mL of a weak base. Data from that experiment are shown in the graph. Which arrow points to the end point of this titration?,,not_translated_in_full_list,E,59,8.9392,0.4367,chart_like
chemistry\scemqa_chemistry,scemqachemistry00047,scemqachemistry00047.json,398,stoichiometry_reaction_calculation,化学计量与反应计算,"Given a reaction A + B → C. Based on the following experimental data, what is the rate law for the hypothetical reaction given above?",,not_translated_in_full_list,Rate = $k[A][B]^2$,23,7.5991,0.3557,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00048,scemqachemistry00048.json,214,isomer_stereochemistry_nomenclature,异构、立体化学与命名,"Between propane and ethene, which will likely have the higher boiling point and why?",,not_translated_in_full_list,"propane, because it has a more polarizable electron cloud",14,5.4496,0.3283,
chemistry\scemqa_chemistry,scemqachemistry00049,scemqachemistry00049.json,377,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"What is the molecular geometry in structure A? There are several different potential Lewis diagrams for the sulfate ion, two of which are shown below.",,not_translated_in_full_list,Tetrahedral,25,7.4317,0.3967,geometry_diagram
chemistry\scemqa_chemistry,scemqachemistry00050,scemqachemistry00050.json,272,equilibrium_kinetics_gas,化学平衡、动力学与气体,Refer to the titration curve of a weak base titrated with a strong acid. The pH was measured with a pH meter after small volumes of 0.125 M HCl were added to 25.0 mL of a weak base. Which of the following describes the base that is being titrated?,,not_translated_in_full_list,The concentration of the base is slightly less than 0.125 M,49,8.4326,0.3917,chart_like
chemistry\scemqa_chemistry,scemqachemistry00051,scemqachemistry00051.json,259,stoichiometry_reaction_calculation,化学计量与反应计算,"$N_2O_4(g) \rightleftarrows 2NO_2(g)$ $N_2O_4(g)$ decomposes into $NO_2(g)$ according to the equation above. A pure sample of $N_2O_4(g)$ is placed into a rigid, evacuated, 0.500 L container. The initial pressure of the $N_2O_4(g)$ is 760 atm. The temperature is held constant until the $N_2O_4(g)$ reaches equilibrium with its decomposition products. The figure below shows how the pressure of the system changes while reaching equilibrium. What can be said about the equilibrium constant, $K_p$,...",,not_translated_in_full_list,$K_p$ < 1,101,10.7298,0.6077,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00052,scemqachemistry00052.json,403,thermochemistry_calorimetry,热化学与量热,"On the phase diagram above, segment __________ corresponds to the conditions of temperature and pressure under which the solid and the gas of the substance are in equilibrium.",,not_translated_in_full_list,AC,27,6.7232,0.3017,generic_visual
chemistry\scemqa_chemistry,scemqachemistry00053,scemqachemistry00053.json,290,equilibrium_kinetics_gas,化学平衡、动力学与气体,The graph above shows the distribution of kinetic energies of a large number of Ne atoms at 500 K. Which letter shows the average kinetic energy of this system?,,not_translated_in_full_list,C,29,7.5036,0.3467,chart_like
chemistry\scemqa_chemistry,scemqachemistry00054,scemqachemistry00054.json,234,stoichiometry_reaction_calculation,化学计量与反应计算,"$NO_2$ gas is placed in a sealed, evacuated container and allowed to decompose via the following equation: $2NO_2(g) \leftrightarrow 2NO(g) + O_2(g)$ The graph below indicates the change in concentration for each species over time. Using the graph, how could you determine the instantaneous rate of disappearance of $NO_2$ at t = 30 s?",,not_translated_in_full_list,By taking the slope of a line tangent to the $NO_2$ curve at t = 30 s,61,8.8955,0.5087,chart_like
chemistry\scemqa_chemistry,scemqachemistry00055,scemqachemistry00055.json,368,acid_base_solution,酸碱与溶液性质,"The following curve is obtained during the titration of 30.0 mL of 1.0 M $NH_3$, a weak base, with a strong acid. What ions are present in significant amounts during the first buffer region?",,not_translated_in_full_list,$NH_3$ and $NH_4^+$,35,7.153,0.3467,chart_like
chemistry\scemqa_chemistry,scemqachemistry00056,scemqachemistry00056.json,372,equilibrium_kinetics_gas,化学平衡、动力学与气体,"The diagram below shows three identical 1.0 L containers filled with the indicated amounts of gas. The stopcocks connecting the containers are originally closed, and the gases are all at 25°C. Assume ideal behavior. Which gas has the strongest IMFs?",,not_translated_in_full_list,All gases have identical IMFs.,41,8.4764,0.3917,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00057,scemqachemistry00057.json,367,stoichiometry_reaction_calculation,化学计量与反应计算,"Silver sulfate, $Ag_2SO_4$, has a solubility product constant of $1.0 \times 10^{-5}$. The diagram shows the products of a precipitation reaction in which some silver sulfate was formed. What is the identity of the excess reactant?",,not_translated_in_full_list,$AgNO_3$,40,8.64,0.4597,generic_visual
chemistry\scemqa_chemistry,scemqachemistry00058,scemqachemistry00058.json,365,stoichiometry_reaction_calculation,化学计量与反应计算,"Silver sulfate, $Ag_2SO_4$, has a solubility product constant of $1.0 \times 10^{-5}$. The diagram below shows the products of a precipitation reaction in which some silver sulfate was formed. Which ion concentrations below would have led the precipitate to form?",,not_translated_in_full_list,$[Ag^+] = 0.10 M$ $[SO_4^{2-}] = 0.01 M$,44,8.7331,0.4597,generic_visual
chemistry\scemqa_chemistry,scemqachemistry00059,scemqachemistry00059.json,228,molecular_structure_smiles_bonds,分子结构、键与 SMILES,The following diagrams show the Lewis structures of four different molecules. Which molecule would travel the farthest in a paper chromatography experiment using a polar solvent?,,not_translated_in_full_list,Methanol,26,7.3939,0.3467,chart_like
chemistry\scemqa_chemistry,scemqachemistry00060,scemqachemistry00060.json,379,chemistry_other,化学综合题,An electron from which peak would have the greatest velocity after ejection? Use the PES spectra below to answer questions.,,not_translated_in_full_list,The peak at 1.76 MJ/mol,20,6.1901,0.3017,generic_visual
chemistry\scemqa_chemistry,scemqachemistry00061,scemqachemistry00061.json,289,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"In the diagram above, which labeled arrow is pointing toward a hydrogen bond?",,not_translated_in_full_list,4,13,6.4896,0.3017,geometry_diagram
chemistry\scemqa_chemistry,scemqachemistry00062,scemqachemistry00062.json,371,equilibrium_kinetics_gas,化学平衡、动力学与气体,"The diagram below shows three identical 1.0 L containers filled with the indicated amounts of gas. The stopcocks connecting the containers are originally closed and the gases are all at 25°C. Assume ideal behavior. The stopcocks are opened. If the tubing connecting the containers has negligible volume, by what percentage will the pressure exerted by the neon gas decrease?",,not_translated_in_full_list,67%,60,8.7436,0.4367,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00063,scemqachemistry00063.json,342,stoichiometry_reaction_calculation,化学计量与反应计算,"As shown below, four identical containers hold the same number of moles of four different gases at 298 K. If ideal behavior is NOT assumed, in which container would the pressure be the lowest?",,not_translated_in_full_list,$H_2O$,34,7.7039,0.3917,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00064,scemqachemistry00064.json,405,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"Based on the figure above, the boiling point of ethyl alcohol under an external pressure of 0.0724 atm is ________eC.",,not_translated_in_full_list,20,20,7.2622,0.3017,geometry_diagram
chemistry\scemqa_chemistry,scemqachemistry00065,scemqachemistry00065.json,406,stoichiometry_reaction_calculation,化学计量与反应计算,The graph shown below depicts the relationship between concentration and time for the following chemical reaction. The slope of this line is equal to __________.,,not_translated_in_full_list,-k,24,7.0346,0.3017,chart_like
chemistry\scemqa_chemistry,scemqachemistry00066,scemqachemistry00066.json,369,acid_base_solution,酸碱与溶液性质,"The following curve is obtained during the titration of 30.0 mL of 1.0 M NH3, a weak base, with a strong acid. What is the concentration of the acid?",,not_translated_in_full_list,2.0 M,30,6.8435,0.3467,chart_like
chemistry\scemqa_chemistry,scemqachemistry00067,scemqachemistry00067.json,345,stoichiometry_reaction_calculation,化学计量与反应计算,"A sample of some $N_2O_5$ gas is placed in a sealed container and allowed to decompose. The concentration of the $N_2O_5$ is tracked over time, and the results are plotted on the graph. Which of the following represents the possible units on the rate constant for this reaction?",,not_translated_in_full_list,$s^{-1}$,54,8.1275,0.3917,chart_like
chemistry\scemqa_chemistry,scemqachemistry00068,scemqachemistry00068.json,296,equilibrium_kinetics_gas,化学平衡、动力学与气体,The graph shows a titration curve of a weak base titrated with a strong acid. The pH was measured with a pH meter after small volumes of 0.075 M HCl were added to 25.0 mL of a weak base. Data from that experiment are shown in the graph. Find the two points on the curve that indicate the region where the solution can be described as a buffer. What is the change in pH from the first point to the second?,,not_translated_in_full_list,2 pH units,81,9.8156,0.5317,chart_like
chemistry\scemqa_chemistry,scemqachemistry00069,scemqachemistry00069.json,297,equilibrium_kinetics_gas,化学平衡、动力学与气体,The graph shows a titration curve of a weak base titrated with a strong acid. The pH was measured with a pH meter after small volumes of 0.075 M HCl were added to 25.0 mL of a weak base. Data from that experiment are shown in the graph. Which of the following describes the base that is being titrated?,,not_translated_in_full_list,The concentration of the base is slightly less than 0.075 $M$.,59,8.9392,0.4367,chart_like
chemistry\scemqa_chemistry,scemqachemistry00070,scemqachemistry00070.json,252,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"Ammonia is the best-known nitrogen-hydrogen compound; however, there are a number of other nitrogen-hydrogen compounds, three of which are in the above diagram. Which of these has the longest average N-N bond length?",,not_translated_in_full_list,$N_4H_4$,37,7.4038,0.4327,wide_diagram
chemistry\scemqa_chemistry,scemqachemistry00071,scemqachemistry00071.json,263,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"Four different acid solutions of 0.0100 M are prepared, and their pH values are recorded. One of the solutions contains more than just an acid. At the point designated as ""Add,"" all four solutions are diluted with an equal volume of water. The bottom line represents solution 1, and the top line represents solution 4. Which of the four acids is best described as a strong acid?",,not_translated_in_full_list,Solution 1,67,8.8714,0.3917,geometry_diagram
chemistry\scemqa_chemistry,scemqachemistry00072,scemqachemistry00072.json,320,molecular_structure_smiles_bonds,分子结构、键与 SMILES,"The Lewis diagram for nitric acid, $HNO_3$, is above. Which of the following statements is true regarding nitric acid?",,not_translated_in_full_list,$HNO_3$ molecules are planar,20,6.9177,0.3467,wide_diagram
